# Portfolio Backtesting CSV Output
# Generated by PortfolioManager for user 9999
# Columns:
#   timestamp: ISO 8601 timestamp (YYYY-MM-DDTHH:MM:SS.nnnnnnnnnZ)
#   position: Net position (positive=long, negative=short, 0=flat)
#   current_price: Latest market price in dollars (converted from ticks)
#   cost: Cost basis per unit in dollars
#   unrealized_pnl: Mark-to-market P&L for current position in dollars
#   realized_pnl: Cumulative realized P&L from closed trades in dollars
#   total_pnl: Total P&L (realized + unrealized) in dollars
#   total_trades: Number of trade executions involving tracked orders
#   position_value: Current market value of position in dollars

timestamp,position,current_price,average_cost,unrealized_pnl,realized_pnl,total_pnl,total_trades,position_value
1970-01-01T04:54:52.352212534Z,159,5561.00,5559.42,250.81,13.19,264.00,255,884199.00,
1970-01-01T04:54:52.354303640Z,160,5561.00,5559.43,250.81,13.19,264.00,256,889760.00,
1970-01-01T04:54:52.358140805Z,161,5561.00,5559.44,250.81,13.19,264.00,257,895321.00,
1970-01-01T04:54:52.359512435Z,162,5561.00,5559.45,250.81,13.19,264.00,258,900882.00,
1970-01-01T04:54:52.367057054Z,163,5560.75,5559.46,210.31,13.19,223.50,259,906402.25,
1970-01-01T04:54:52.372880822Z,164,5560.75,5559.47,210.31,13.19,223.50,260,911963.00,
1970-01-01T04:54:52.376678706Z,165,5560.75,5559.48,210.31,13.19,223.50,261,917523.75,
1970-01-01T04:54:52.382713502Z,166,5560.75,5559.48,210.31,13.19,223.50,262,923084.50,
1970-01-01T04:54:52.393812939Z,165,5560.50,5559.48,167.79,14.21,182.00,263,917482.50,
1970-01-01T04:54:52.398754385Z,166,5561.00,5559.49,250.29,14.21,264.50,264,923126.00,
1970-01-01T04:54:52.400438823Z,167,5561.00,5559.50,250.29,14.21,264.50,265,928687.00,
1970-01-01T04:54:52.408989301Z,168,5560.75,5559.51,208.54,14.21,222.75,266,934206.00,
1970-01-01T04:54:52.410220280Z,169,5560.75,5559.52,208.54,14.21,222.75,267,939766.75,
1970-01-01T04:54:52.410840536Z,168,5560.25,5559.52,123.31,14.94,138.25,268,934122.00,
1970-01-01T04:54:52.411489297Z,169,5560.75,5559.52,207.31,14.94,222.25,269,939766.75,
1970-01-01T04:54:52.413473141Z,170,5560.50,5559.53,165.06,14.94,180.00,270,945285.00,
1970-01-01T04:54:52.414023335Z,171,5560.75,5559.54,207.56,14.94,222.50,271,950888.25,
1970-01-01T04:54:52.415800568Z,172,5560.50,5559.54,164.81,14.94,179.75,272,956406.00,
1970-01-01T04:54:52.417620754Z,173,5560.50,5559.55,164.81,14.94,179.75,273,961966.50,
1970-01-01T04:54:52.424325156Z,172,5560.50,5559.55,163.86,15.89,179.75,274,956406.00,
1970-01-01T04:54:52.437684023Z,171,5560.75,5559.55,205.65,17.10,222.75,275,950888.25,
1970-01-01T04:54:52.440938770Z,172,5561.25,5559.56,291.15,17.10,308.25,276,956535.00,
1970-01-01T04:54:52.461593156Z,173,5561.25,5559.57,291.15,17.10,308.25,277,962096.25,
1970-01-01T04:54:52.464221312Z,174,5561.25,5559.58,291.15,17.10,308.25,278,967657.50,
1970-01-01T04:54:52.472830651Z,175,5561.25,5559.59,291.15,17.10,308.25,279,973218.75,
1970-01-01T04:54:52.476063524Z,176,5561.25,5559.60,291.15,17.10,308.25,280,978780.00,
1970-01-01T04:54:52.476879024Z,177,5561.25,5559.61,291.15,17.10,308.25,281,984341.25,
1970-01-01T04:54:52.488335562Z,176,5561.00,5559.61,245.51,18.49,264.00,282,978736.00,
1970-01-01T04:54:52.492196395Z,177,5561.50,5559.62,333.51,18.49,352.00,283,984385.50,
1970-01-01T04:54:52.501090031Z,178,5561.50,5559.63,333.51,18.49,352.00,284,989947.00,
1970-01-01T04:54:52.503412481Z,179,5561.25,5559.64,289.01,18.49,307.50,285,995463.75,
1970-01-01T04:54:52.510249650Z,180,5561.25,5559.64,289.01,18.49,307.50,286,1001025.00,
1970-01-01T04:54:52.512039384Z,181,5561.50,5559.65,334.01,18.49,352.50,287,1006631.50,
1970-01-01T04:54:52.532195789Z,182,5561.50,5559.66,334.01,18.49,352.50,288,1012193.00,
1970-01-01T04:54:52.533302608Z,183,5561.50,5559.67,334.01,18.49,352.50,289,1017754.50,
1970-01-01T04:54:52.550143105Z,184,5561.25,5559.68,288.26,18.49,306.75,290,1023270.00,
1970-01-01T04:54:52.552920246Z,185,5561.25,5559.69,288.26,18.49,306.75,291,1028831.25,
1970-01-01T04:54:52.556606070Z,186,5561.25,5559.70,288.26,18.49,306.75,292,1034392.50,
1970-01-01T04:54:52.557301405Z,187,5561.25,5559.71,288.26,18.49,306.75,293,1039953.75,
1970-01-01T04:54:52.559021555Z,188,5561.25,5559.72,288.26,18.49,306.75,294,1045515.00,
1970-01-01T04:54:52.562345411Z,187,5560.75,5559.72,193.23,19.52,212.75,295,1039860.25,
1970-01-01T04:54:52.580654026Z,188,5561.25,5559.72,286.73,19.52,306.25,296,1045515.00,
1970-01-01T04:54:52.582520839Z,189,5561.25,5559.73,286.73,19.52,306.25,297,1051076.25,
1970-01-01T04:54:52.590515861Z,190,5561.25,5559.74,286.73,19.52,306.25,298,1056637.50,
1970-01-01T04:54:52.604242050Z,191,5561.00,5559.75,239.23,19.52,258.75,299,1062151.00,
1970-01-01T04:54:52.645936419Z,192,5560.75,5559.75,191.48,19.52,211.00,300,1067664.00,
1970-01-01T04:54:52.662635670Z,193,5560.50,5559.76,143.48,19.52,163.00,301,1073176.50,
1970-01-01T04:54:52.667849601Z,194,5560.50,5559.76,143.48,19.52,163.00,302,1078737.00,
1970-01-01T04:54:52.670399760Z,195,5560.25,5559.76,94.98,19.52,114.50,303,1084248.75,
1970-01-01T04:54:52.688433541Z,196,5560.50,5559.77,143.73,19.52,163.25,304,1089858.00,
1970-01-01T04:54:52.693474544Z,197,5560.50,5559.77,143.73,19.52,163.25,305,1095418.50,
1970-01-01T04:54:52.715158504Z,196,5560.25,5559.77,94.00,20.00,114.00,306,1089809.00,
1970-01-01T04:54:52.718326676Z,197,5560.75,5559.78,192.00,20.00,212.00,307,1095467.75,
1970-01-01T04:54:52.748998706Z,198,5560.75,5559.78,192.00,20.00,212.00,308,1101028.50,
1970-01-01T04:54:52.758441427Z,197,5560.50,5559.78,141.78,20.72,162.50,309,1095418.50,
1970-01-01T04:54:52.763988320Z,198,5561.00,5559.79,240.28,20.72,261.00,310,1101078.00,
1970-01-01T04:54:52.766522101Z,199,5561.00,5559.79,240.28,20.72,261.00,311,1106639.00,
1970-01-01T04:54:52.768614657Z,200,5560.75,5559.80,190.53,20.72,211.25,312,1112150.00,
1970-01-01T04:54:52.783251516Z,201,5561.00,5559.80,240.53,20.72,261.25,313,1117761.00,
1970-01-01T04:54:52.785317264Z,202,5560.75,5559.81,190.28,20.72,211.00,314,1123271.50,
1970-01-01T04:54:52.785414218Z,201,5560.50,5559.81,139.08,21.42,160.50,315,1117660.50,
1970-01-01T04:54:52.788040411Z,202,5561.00,5559.81,239.58,21.42,261.00,316,1123322.00,
1970-01-01T04:54:52.803958097Z,203,5561.00,5559.82,239.58,21.42,261.00,317,1128883.00,
1970-01-01T04:54:52.813061061Z,204,5560.75,5559.82,188.83,21.42,210.25,318,1134393.00,
1970-01-01T04:54:52.836975342Z,205,5560.50,5559.83,137.83,21.42,159.25,319,1139902.50,
1970-01-01T04:54:52.845558338Z,206,5560.50,5559.83,137.83,21.42,159.25,320,1145463.00,
1970-01-01T04:54:52.848307369Z,207,5560.50,5559.83,137.83,21.42,159.25,321,1151023.50,
1970-01-01T04:54:52.853916415Z,208,5560.50,5559.84,137.83,21.42,159.25,322,1156584.00,
1970-01-01T04:54:52.856849674Z,209,5560.25,5559.84,85.83,21.42,107.25,323,1162092.25,
1970-01-01T04:54:52.856946057Z,208,5560.00,5559.84,33.42,21.58,55.00,324,1156480.00,
1970-01-01T04:54:52.861699394Z,209,5560.25,5559.84,85.42,21.58,107.00,325,1162092.25,
1970-01-01T04:54:52.869159626Z,210,5560.00,5559.84,33.17,21.58,54.75,326,1167600.00,
1970-01-01T04:54:52.876860353Z,211,5560.00,5559.84,33.17,21.58,54.75,327,1173160.00,
1970-01-01T04:54:52.879503245Z,212,5559.75,5559.84,-19.58,21.58,2.00,328,1178667.00,
1970-01-01T04:54:52.880722956Z,213,5560.00,5559.84,33.42,21.58,55.00,329,1184280.00,
1970-01-01T04:54:52.882818035Z,214,5559.75,5559.84,-19.83,21.58,1.75,330,1189786.50,
1970-01-01T04:54:52.888236357Z,215,5560.00,5559.84,33.67,21.58,55.25,331,1195400.00,
1970-01-01T04:54:52.905307837Z,214,5559.75,5559.84,-19.98,21.48,1.50,332,1189786.50,
1970-01-01T04:54:52.911015829Z,215,5560.25,5559.85,87.02,21.48,108.50,333,1195453.75,
1970-01-01T04:54:52.912384773Z,216,5560.25,5559.85,87.02,21.48,108.50,334,1201014.00,
1970-01-01T04:54:52.920543035Z,217,5560.25,5559.85,87.02,21.48,108.50,335,1206574.25,
1970-01-01T04:54:52.926608279Z,218,5560.25,5559.85,87.02,21.48,108.50,336,1212134.50,
1970-01-01T04:54:52.931696290Z,219,5560.00,5559.85,32.52,21.48,54.00,337,1217640.00,
1970-01-01T04:54:52.933682315Z,220,5560.25,5559.85,87.27,21.48,108.75,338,1223255.00,
1970-01-01T04:54:52.938651975Z,219,5560.00,5559.85,32.12,21.63,53.75,339,1217640.00,
1970-01-01T04:54:52.947175462Z,218,5560.25,5559.85,86.47,22.03,108.50,340,1212134.50,
1970-01-01T04:54:52.949708552Z,219,5560.50,5559.86,140.97,22.03,163.00,341,1217749.50,
1970-01-01T04:54:52.978899329Z,220,5560.75,5559.86,195.72,22.03,217.75,342,1223365.00,
1970-01-01T04:54:52.990777713Z,219,5560.50,5559.86,140.08,22.67,162.75,343,1217749.50,
1970-01-01T04:54:53.004102117Z,220,5561.00,5559.87,249.58,22.67,272.25,344,1223420.00,
1970-01-01T04:54:53.014840893Z,221,5560.75,5559.87,194.58,22.67,217.25,345,1228925.75,
1970-01-01T04:54:53.024067468Z,222,5560.50,5559.87,139.33,22.67,162.00,346,1234431.00,
1970-01-01T04:54:53.025112809Z,223,5560.25,5559.87,83.83,22.67,106.50,347,1239935.75,
1970-01-01T04:54:53.040650702Z,224,5560.50,5559.88,139.58,22.67,162.25,348,1245552.00,
1970-01-01T04:54:53.044343426Z,225,5560.50,5559.88,139.58,22.67,162.25,349,1251112.50,
1970-01-01T04:54:53.051989933Z,226,5560.25,5559.88,83.33,22.67,106.00,350,1256616.50,
1970-01-01T04:54:53.063478736Z,227,5560.00,5559.88,26.83,22.67,49.50,351,1262120.00,
1970-01-01T04:54:53.068234911Z,228,5560.00,5559.88,26.83,22.67,49.50,352,1267680.00,
1970-01-01T04:54:53.080217363Z,229,5559.75,5559.88,-30.17,22.67,-7.50,353,1273182.75,
1970-01-01T04:54:53.082864042Z,230,5559.75,5559.88,-30.17,22.67,-7.50,354,1278742.50,
1970-01-01T04:54:53.090118571Z,231,5559.75,5559.88,-30.17,22.67,-7.50,355,1284302.25,
1970-01-01T04:54:53.091736449Z,232,5559.75,5559.88,-30.17,22.67,-7.50,356,1289862.00,
1970-01-01T04:54:53.101198171Z,233,5559.50,5559.88,-88.17,22.67,-65.50,357,1295363.50,
1970-01-01T04:54:53.102782778Z,234,5559.25,5559.88,-146.42,22.67,-123.75,358,1300864.50,
1970-01-01T04:54:53.122628989Z,235,5559.50,5559.87,-87.92,22.67,-65.25,359,1306482.50,
1970-01-01T04:54:53.126447794Z,236,5559.50,5559.87,-87.92,22.67,-65.25,360,1312042.00,
1970-01-01T04:54:53.127340819Z,237,5559.50,5559.87,-87.92,22.67,-65.25,361,1317601.50,
1970-01-01T04:54:53.134281159Z,238,5559.25,5559.87,-147.17,22.67,-124.50,362,1323101.50,
1970-01-01T04:54:53.139209242Z,239,5559.25,5559.87,-147.17,22.67,-124.50,363,1328660.75,
1970-01-01T04:54:53.148355723Z,240,5559.25,5559.86,-147.17,22.67,-124.50,364,1334220.00,
1970-01-01T04:54:53.151201098Z,241,5559.00,5559.86,-207.17,22.67,-184.50,365,1339719.00,
1970-01-01T04:54:53.154310297Z,242,5559.00,5559.86,-207.17,22.67,-184.50,366,1345278.00,
1970-01-01T04:54:53.162749527Z,243,5559.25,5559.85,-146.67,22.67,-124.00,367,1350897.75,
1970-01-01T04:54:53.165926388Z,242,5559.00,5559.85,-206.56,21.81,-184.75,368,1345278.00,
1970-01-01T04:54:53.177588767Z,243,5559.25,5559.85,-146.06,21.81,-124.25,369,1350897.75,
1970-01-01T04:54:53.179459194Z,244,5559.25,5559.85,-146.06,21.81,-124.25,370,1356457.00,
1970-01-01T04:54:53.198121202Z,245,5559.25,5559.85,-146.06,21.81,-124.25,371,1362016.25,
1970-01-01T04:54:53.199174922Z,246,5559.25,5559.84,-146.06,21.81,-124.25,372,1367575.50,
1970-01-01T04:54:53.204924346Z,247,5559.00,5559.84,-207.56,21.81,-185.75,373,1373073.00,
1970-01-01T04:54:53.206614508Z,248,5559.25,5559.84,-145.81,21.81,-124.00,374,1378694.00,
1970-01-01T04:54:53.213491475Z,247,5559.00,5559.84,-206.97,20.97,-186.00,375,1373073.00,
1970-01-01T04:54:53.223965219Z,246,5559.00,5559.84,-206.14,20.14,-186.00,376,1367514.00,
1970-01-01T04:54:53.233640760Z,247,5559.25,5559.84,-144.64,20.14,-124.50,377,1373134.75,
1970-01-01T04:54:53.234533302Z,248,5559.25,5559.83,-144.64,20.14,-124.50,378,1378694.00,
1970-01-01T04:54:53.266304161Z,247,5559.00,5559.83,-205.80,19.30,-186.50,379,1373073.00,
1970-01-01T04:54:53.270625380Z,248,5559.50,5559.83,-82.30,19.30,-63.00,380,1378756.00,
1970-01-01T04:54:53.272708584Z,249,5559.50,5559.83,-82.30,19.30,-63.00,381,1384315.50,
1970-01-01T04:54:53.277858302Z,250,5559.50,5559.83,-82.30,19.30,-63.00,382,1389875.00,
1970-01-01T04:54:53.279228905Z,251,5559.50,5559.83,-82.30,19.30,-63.00,383,1395434.50,
1970-01-01T04:54:53.291293763Z,252,5559.25,5559.83,-145.05,19.30,-125.75,384,1400931.00,
1970-01-01T04:54:53.298564622Z,253,5559.00,5559.82,-208.05,19.30,-188.75,385,1406427.00,
1970-01-01T04:54:53.321814106Z,254,5558.75,5559.82,-271.30,19.30,-252.00,386,1411922.50,
1970-01-01T04:54:53.325839356Z,255,5558.75,5559.81,-271.30,19.30,-252.00,387,1417481.25,
1970-01-01T04:54:53.334211115Z,256,5558.75,5559.81,-271.30,19.30,-252.00,388,1423040.00,
1970-01-01T04:54:53.334974571Z,257,5558.75,5559.81,-271.30,19.30,-252.00,389,1428598.75,
1970-01-01T04:54:53.352655167Z,258,5558.75,5559.80,-271.30,19.30,-252.00,390,1434157.50,
1970-01-01T04:54:53.354022362Z,259,5558.75,5559.80,-271.30,19.30,-252.00,391,1439716.25,
1970-01-01T04:54:53.372029892Z,260,5558.75,5559.79,-271.30,19.30,-252.00,392,1445275.00,
1970-01-01T04:54:53.372721012Z,261,5558.50,5559.79,-336.30,19.30,-317.00,393,1450768.50,
1970-01-01T04:54:53.378781043Z,262,5558.75,5559.78,-271.05,19.30,-251.75,394,1456392.50,
1970-01-01T04:54:53.394326653Z,263,5558.50,5559.78,-336.55,19.30,-317.25,395,1461885.50,
1970-01-01T04:54:53.397217414Z,264,5558.50,5559.77,-336.55,19.30,-317.25,396,1467444.00,
1970-01-01T04:54:53.400518612Z,265,5558.25,5559.77,-402.55,19.30,-383.25,397,1472936.25,
1970-01-01T04:54:53.402316991Z,266,5558.50,5559.76,-336.30,19.30,-317.00,398,1478561.00,
1970-01-01T04:54:53.420533299Z,265,5558.25,5559.76,-401.29,17.79,-383.50,399,1472936.25,
1970-01-01T04:54:53.442803205Z,264,5558.25,5559.76,-399.77,16.27,-383.50,400,1467378.00,
1970-01-01T04:54:53.443863502Z,263,5558.50,5559.76,-332.51,15.01,-317.50,401,1461885.50,
1970-01-01T04:54:53.450062167Z,264,5558.75,5559.76,-266.76,15.01,-251.75,402,1467510.00,
1970-01-01T04:54:53.467448203Z,265,5558.75,5559.76,-266.76,15.01,-251.75,403,1473068.75,
1970-01-01T04:54:53.480336607Z,266,5558.50,5559.75,-333.01,15.01,-318.00,404,1478561.00,
1970-01-01T04:54:53.491289887Z,267,5558.50,5559.75,-333.01,15.01,-318.00,405,1484119.50,
1970-01-01T04:54:53.496820726Z,268,5558.50,5559.74,-333.01,15.01,-318.00,406,1489678.00,
1970-01-01T04:54:53.499339947Z,269,5558.50,5559.74,-333.01,15.01,-318.00,407,1495236.50,
1970-01-01T04:54:53.502039936Z,270,5558.25,5559.73,-400.26,15.01,-385.25,408,1500727.50,
1970-01-01T04:54:53.502718228Z,271,5558.50,5559.73,-332.76,15.01,-317.75,409,1506353.50,
1970-01-01T04:54:53.514473177Z,270,5558.25,5559.73,-399.03,13.53,-385.50,410,1500727.50,
1970-01-01T04:54:53.517302692Z,271,5558.50,5559.72,-331.53,13.53,-318.00,411,1506353.50,
1970-01-01T04:54:53.525248217Z,270,5558.50,5559.72,-330.31,12.31,-318.00,412,1500795.00,
1970-01-01T04:54:53.528178329Z,271,5559.00,5559.72,-195.31,12.31,-183.00,413,1506489.00,
1970-01-01T04:54:53.544699623Z,272,5559.00,5559.72,-195.31,12.31,-183.00,414,1512048.00,
1970-01-01T04:54:53.555295359Z,271,5558.75,5559.72,-262.34,11.34,-251.00,415,1506421.25,
1970-01-01T04:54:53.583409284Z,272,5559.25,5559.72,-126.84,11.34,-115.50,416,1512116.00,
1970-01-01T04:54:53.585548975Z,273,5559.25,5559.71,-126.84,11.34,-115.50,417,1517675.25,
1970-01-01T04:54:53.595341292Z,274,5559.25,5559.71,-126.84,11.34,-115.50,418,1523234.50,
1970-01-01T04:54:53.599797936Z,275,5559.25,5559.71,-126.84,11.34,-115.50,419,1528793.75,
1970-01-01T04:54:53.602355341Z,276,5559.25,5559.71,-126.84,11.34,-115.50,420,1534353.00,
1970-01-01T04:54:53.612377512Z,277,5559.25,5559.71,-126.84,11.34,-115.50,421,1539912.25,
1970-01-01T04:54:53.624842287Z,276,5559.00,5559.71,-195.38,10.63,-184.75,422,1534284.00,
1970-01-01T04:54:53.642845535Z,275,5559.00,5559.71,-194.67,9.92,-184.75,423,1528725.00,
1970-01-01T04:54:53.656479542Z,276,5559.50,5559.71,-57.17,9.92,-47.25,424,1534422.00,
1970-01-01T04:54:53.657147761Z,277,5559.25,5559.71,-126.17,9.92,-116.25,425,1539912.25,
1970-01-01T04:54:53.658025508Z,278,5559.50,5559.70,-56.92,9.92,-47.00,426,1545541.00,
1970-01-01T04:54:53.660944995Z,279,5559.50,5559.70,-56.92,9.92,-47.00,427,1551100.50,
1970-01-01T04:54:53.667114330Z,280,5559.50,5559.70,-56.92,9.92,-47.00,428,1556660.00,
1970-01-01T04:54:53.677707990Z,279,5559.25,5559.70,-126.47,9.47,-117.00,429,1551030.75,
1970-01-01T04:54:53.681186301Z,278,5559.50,5559.70,-56.52,9.27,-47.25,430,1545541.00,
1970-01-01T04:54:53.691594124Z,279,5559.75,5559.70,12.98,9.27,22.25,431,1551170.25,
1970-01-01T04:54:53.692468616Z,280,5559.50,5559.70,-56.77,9.27,-47.50,432,1556660.00,
1970-01-01T04:54:53.692570844Z,279,5559.25,5559.70,-126.32,8.82,-117.50,433,1551030.75,
1970-01-01T04:54:53.693984281Z,280,5559.75,5559.70,13.18,8.82,22.00,434,1556730.00,
1970-01-01T04:54:53.698714766Z,281,5559.75,5559.70,13.18,8.82,22.00,435,1562289.75,
1970-01-01T04:54:53.700446709Z,282,5559.75,5559.70,13.18,8.82,22.00,436,1567849.50,
1970-01-01T04:54:53.702641980Z,283,5559.75,5559.70,13.18,8.82,22.00,437,1573409.25,
1970-01-01T04:54:53.711146796Z,284,5559.75,5559.70,13.18,8.82,22.00,438,1578969.00,
1970-01-01T04:54:53.712877704Z,285,5559.75,5559.70,13.18,8.82,22.00,439,1584528.75,
1970-01-01T04:54:53.720269112Z,286,5559.75,5559.70,13.18,8.82,22.00,440,1590088.50,
1970-01-01T04:54:53.721686184Z,287,5559.75,5559.70,13.18,8.82,22.00,441,1595648.25,
1970-01-01T04:54:53.724024702Z,288,5559.50,5559.70,-58.57,8.82,-49.75,442,1601136.00,
1970-01-01T04:54:53.725288004Z,289,5559.75,5559.70,13.43,8.82,22.25,443,1606767.75,
1970-01-01T04:54:53.727440646Z,290,5559.50,5559.70,-58.82,8.82,-50.00,444,1612255.00,
1970-01-01T04:54:53.751782343Z,289,5559.50,5559.70,-58.61,8.61,-50.00,445,1606695.50,
1970-01-01T04:54:53.754319521Z,290,5559.75,5559.70,13.64,8.61,22.25,446,1612327.50,
1970-01-01T04:54:53.756224143Z,291,5560.00,5559.70,86.14,8.61,94.75,447,1617960.00,
1970-01-01T04:54:53.766896961Z,292,5559.75,5559.70,13.39,8.61,22.00,448,1623447.00,
1970-01-01T04:54:53.768749203Z,293,5559.75,5559.70,13.39,8.61,22.00,449,1629006.75,
1970-01-01T04:54:53.772565556Z,294,5559.75,5559.70,13.39,8.61,22.00,450,1634566.50,
1970-01-01T04:54:53.773247581Z,293,5559.25,5559.70,-133.16,8.16,-125.00,451,1628860.25,
1970-01-01T04:54:53.796345492Z,294,5559.75,5559.70,13.34,8.16,21.50,452,1634566.50,
1970-01-01T04:54:53.799520792Z,295,5559.50,5559.70,-60.16,8.16,-52.00,453,1640052.50,
1970-01-01T04:54:53.800913627Z,296,5559.75,5559.70,13.59,8.16,21.75,454,1645686.00,
1970-01-01T04:54:53.806482550Z,297,5559.75,5559.70,13.59,8.16,21.75,455,1651245.75,
1970-01-01T04:54:53.808746386Z,298,5559.75,5559.70,13.59,8.16,21.75,456,1656805.50,
1970-01-01T04:54:53.815712359Z,299,5559.75,5559.70,13.59,8.16,21.75,457,1662365.25,
1970-01-01T04:54:53.829614945Z,300,5559.75,5559.70,13.59,8.16,21.75,458,1667925.00,
1970-01-01T04:54:53.831727148Z,301,5559.50,5559.70,-61.41,8.16,-53.25,459,1673409.50,
1970-01-01T04:54:53.857410799Z,302,5559.50,5559.70,-61.41,8.16,-53.25,460,1678969.00,
1970-01-01T04:54:53.863708978Z,303,5559.25,5559.70,-136.91,8.16,-128.75,461,1684452.75,
1970-01-01T04:54:53.865705419Z,304,5559.25,5559.70,-136.91,8.16,-128.75,462,1690012.00,
1970-01-01T04:54:53.868854216Z,305,5559.25,5559.70,-136.91,8.16,-128.75,463,1695571.25,
1970-01-01T04:54:53.871386463Z,306,5559.25,5559.70,-136.91,8.16,-128.75,464,1701130.50,
1970-01-01T04:54:53.877829106Z,307,5559.25,5559.70,-136.91,8.16,-128.75,465,1706689.75,
1970-01-01T04:54:53.881171113Z,308,5559.25,5559.69,-136.91,8.16,-128.75,466,1712249.00,
1970-01-01T04:54:53.896086154Z,309,5559.25,5559.69,-136.91,8.16,-128.75,467,1717808.25,
1970-01-01T04:54:53.900174619Z,310,5559.25,5559.69,-136.91,8.16,-128.75,468,1723367.50,
1970-01-01T04:54:53.912614378Z,311,5559.25,5559.69,-136.91,8.16,-128.75,469,1728926.75,
1970-01-01T04:54:53.914284006Z,312,5559.25,5559.69,-136.91,8.16,-128.75,470,1734486.00,
1970-01-01T04:54:53.924387297Z,311,5559.00,5559.69,-214.22,7.47,-206.75,471,1728849.00,
1970-01-01T04:54:53.947538769Z,312,5559.50,5559.69,-58.72,7.47,-51.25,472,1734564.00,
1970-01-01T04:54:53.948717725Z,313,5559.50,5559.69,-58.72,7.47,-51.25,473,1740123.50,
1970-01-01T04:54:53.951843072Z,314,5559.50,5559.69,-58.72,7.47,-51.25,474,1745683.00,
1970-01-01T04:54:53.954654818Z,315,5559.50,5559.69,-58.72,7.47,-51.25,475,1751242.50,
1970-01-01T04:54:53.966860502Z,316,5559.50,5559.69,-58.72,7.47,-51.25,476,1756802.00,
1970-01-01T04:54:53.968303944Z,317,5559.50,5559.69,-58.72,7.47,-51.25,477,1762361.50,
1970-01-01T04:54:53.976749483Z,318,5559.50,5559.68,-58.72,7.47,-51.25,478,1767921.00,
1970-01-01T04:54:53.979546547Z,319,5559.50,5559.68,-58.72,7.47,-51.25,479,1773480.50,
1970-01-01T04:54:54.000515586Z,318,5559.25,5559.68,-138.04,7.04,-131.00,480,1767841.50,
1970-01-01T04:54:54.005891292Z,319,5559.50,5559.68,-58.54,7.04,-51.50,481,1773480.50,
1970-01-01T04:54:54.006830058Z,320,5559.75,5559.68,21.21,7.04,28.25,482,1779120.00,
1970-01-01T04:54:54.009888062Z,321,5559.50,5559.68,-58.79,7.04,-51.75,483,1784599.50,
1970-01-01T04:54:54.011252569Z,322,5559.75,5559.68,21.46,7.04,28.50,484,1790239.50,
1970-01-01T04:54:54.024490449Z,321,5559.50,5559.68,-58.85,6.85,-52.00,485,1784599.50,
1970-01-01T04:54:54.027249342Z,322,5559.75,5559.68,21.40,6.85,28.25,486,1790239.50,
1970-01-01T04:54:54.028078312Z,323,5560.00,5559.68,101.90,6.85,108.75,487,1795880.00,
1970-01-01T04:54:54.032269568Z,324,5560.00,5559.69,101.90,6.85,108.75,488,1801440.00,
1970-01-01T04:54:54.034305342Z,325,5560.00,5559.69,101.90,6.85,108.75,489,1807000.00,
1970-01-01T04:54:54.036978191Z,326,5559.75,5559.69,20.65,6.85,27.50,490,1812478.50,
1970-01-01T04:54:54.038069982Z,327,5560.00,5559.69,102.15,6.85,109.00,491,1818120.00,
1970-01-01T04:54:54.041164478Z,328,5560.00,5559.69,102.15,6.85,109.00,492,1823680.00,
1970-01-01T04:54:54.049034428Z,329,5560.00,5559.69,102.15,6.85,109.00,493,1829240.00,
1970-01-01T04:54:54.060590755Z,330,5560.00,5559.69,102.15,6.85,109.00,494,1834800.00,
1970-01-01T04:54:54.078404082Z,329,5559.75,5559.69,19.59,6.91,26.50,495,1829157.75,
1970-01-01T04:54:54.088986496Z,328,5560.00,5559.69,101.53,7.22,108.75,496,1823680.00,
1970-01-01T04:54:54.096644647Z,329,5560.50,5559.69,265.53,7.22,272.75,497,1829404.50,
1970-01-01T04:54:54.097909387Z,330,5560.50,5559.70,265.53,7.22,272.75,498,1834965.00,
1970-01-01T04:54:54.106440711Z,331,5560.50,5559.70,265.53,7.22,272.75,499,1840525.50,
1970-01-01T04:54:54.107518289Z,332,5560.50,5559.70,265.53,7.22,272.75,500,1846086.00,
1970-01-01T04:54:54.110416003Z,333,5560.50,5559.70,265.53,7.22,272.75,501,1851646.50,
1970-01-01T04:54:54.118940985Z,334,5560.50,5559.71,265.53,7.22,272.75,502,1857207.00,
1970-01-01T04:54:54.143054832Z,333,5560.25,5559.71,181.48,7.77,189.25,503,1851563.25,
1970-01-01T04:54:54.150359177Z,334,5560.75,5559.71,347.98,7.77,355.75,504,1857290.50,
1970-01-01T04:54:54.154466837Z,335,5560.75,5559.71,347.98,7.77,355.75,505,1862851.25,
1970-01-01T04:54:54.155449165Z,336,5560.75,5559.71,347.98,7.77,355.75,506,1868412.00,
1970-01-01T04:54:54.157420883Z,337,5560.75,5559.72,347.98,7.77,355.75,507,1873972.75,
1970-01-01T04:54:54.162764385Z,338,5560.75,5559.72,347.98,7.77,355.75,508,1879533.50,
1970-01-01T04:54:54.165189062Z,339,5560.75,5559.72,347.98,7.77,355.75,509,1885094.25,
1970-01-01T04:54:54.167432575Z,340,5560.50,5559.73,263.23,7.77,271.00,510,1890570.00,
1970-01-01T04:54:54.173158498Z,341,5560.50,5559.73,263.23,7.77,271.00,511,1896130.50,
1970-01-01T04:54:54.179110475Z,342,5560.50,5559.73,263.23,7.77,271.00,512,1901691.00,
1970-01-01T04:54:54.186943360Z,341,5560.25,5559.73,177.21,8.29,185.50,513,1896045.25,
