# Portfolio Backtesting CSV Output
# Generated by PortfolioManager for user 1000
# Columns:
#   timestamp: ISO 8601 timestamp (YYYY-MM-DDTHH:MM:SS.nnnnnnnnnZ)
#   position: Net position (positive=long, negative=short, 0=flat)
#   current_price: Latest market price in dollars (converted from ticks)
#   cost: Cost basis per unit in dollars
#   unrealized_pnl: Mark-to-market P&L for current position in dollars
#   realized_pnl: Cumulative realized P&L from closed trades in dollars
#   total_pnl: Total P&L (realized + unrealized) in dollars
#   total_trades: Number of trade executions involving tracked orders
#   position_value: Current market value of position in dollars

timestamp,position,current_price,average_cost,unrealized_pnl,realized_pnl,total_pnl,total_trades,position_value
2024-06-28T15:32:10.045226542Z,-75,5561.27,5559.15,-158.92,-7.49,-166.41,250,417095.25,
2024-06-28T15:32:10.045250298Z,-76,5561.26,5559.18,-158.17,-7.49,-165.66,251,422655.76,
2024-06-28T15:32:11.393592168Z,-77,5561.12,5559.20,-147.53,-7.49,-155.02,252,428206.24,
2024-06-28T15:32:11.393592168Z,-78,5561.11,5559.23,-146.76,-7.49,-154.25,253,433766.58,
2024-06-28T15:32:11.393615514Z,-79,5561.10,5559.25,-145.98,-7.49,-153.47,254,439326.90,
2024-06-28T15:32:11.393615514Z,-80,5561.09,5559.28,-145.19,-7.49,-152.68,255,444887.20,
2024-06-28T15:32:11.393615514Z,-81,5561.08,5559.30,-144.39,-7.49,-151.88,256,450447.48,
2024-06-28T15:32:11.393615514Z,-82,5561.07,5559.32,-143.58,-7.49,-151.07,257,456007.74,
2024-06-28T15:32:11.393615514Z,-83,5561.06,5559.34,-142.76,-7.49,-150.25,258,461567.98,
2024-06-28T15:32:11.393615514Z,-85,5561.05,5559.38,-141.93,-7.49,-149.42,259,472689.25,
2024-06-28T15:32:11.393615514Z,-87,5561.04,5559.42,-141.08,-7.49,-148.57,260,483810.48,
2024-06-28T15:32:11.393615514Z,-89,5561.03,5559.45,-140.21,-7.49,-147.70,261,494931.67,
2024-06-28T15:32:11.393809746Z,-90,5561.02,5559.47,-139.32,-7.49,-146.81,262,500491.80,
2024-06-28T15:32:11.393858154Z,-91,5561.02,5559.49,-139.32,-7.49,-146.81,263,506052.82,
2024-06-28T15:32:11.394263533Z,-92,5561.01,5559.51,-138.41,-7.49,-145.90,264,511612.92,
2024-06-28T15:32:14.495122151Z,-93,5560.78,5559.52,-117.25,-7.49,-124.74,265,517152.54,
2024-06-28T15:32:14.495122151Z,-94,5560.77,5559.53,-116.32,-7.49,-123.81,266,522712.38,
2024-06-28T15:32:14.495122151Z,-95,5560.76,5559.55,-115.38,-7.49,-122.87,267,528272.20,
2024-06-28T15:33:09.148039382Z,-96,5559.08,5559.54,44.22,-7.49,36.73,268,533671.68,
2024-06-28T15:33:09.148057250Z,-97,5559.07,5559.54,45.18,-7.49,37.69,269,539229.79,
2024-06-28T15:33:09.148057250Z,-98,5559.06,5559.53,46.15,-7.49,38.66,270,544787.88,
2024-06-28T15:33:09.148057250Z,-99,5559.05,5559.53,47.13,-7.49,39.64,271,550345.95,
2024-06-28T15:33:09.148071841Z,-100,5559.04,5559.52,48.12,-7.49,40.63,272,555904.00,
2024-06-28T15:33:09.148071841Z,-101,5559.03,5559.52,49.12,-7.49,41.63,273,561462.03,
2024-06-28T15:33:09.148083315Z,-102,5559.02,5559.51,50.13,-7.49,42.64,274,567020.04,
2024-06-28T15:33:09.148083315Z,-103,5559.01,5559.51,51.15,-7.49,43.66,275,572578.03,
2024-06-28T15:33:09.153933572Z,-104,5558.84,5559.50,68.66,-7.49,61.17,276,578119.36,
2024-06-28T15:33:09.153938846Z,-105,5558.83,5559.49,69.70,-7.49,62.21,277,583677.15,
2024-06-28T15:33:09.153945220Z,-106,5558.82,5559.49,70.75,-7.49,63.26,278,589234.92,
2024-06-28T15:33:09.154015059Z,-107,5558.81,5559.48,71.81,-7.49,64.32,279,594792.67,
2024-06-28T15:33:09.154015059Z,-108,5558.80,5559.47,72.88,-7.49,65.39,280,600350.40,
2024-06-28T15:33:09.154126324Z,-109,5558.79,5559.47,73.96,-7.49,66.47,281,605908.11,
2024-06-28T15:33:09.154633763Z,-110,5558.78,5559.46,75.05,-7.49,67.56,282,611465.80,
2024-06-28T15:33:09.154633763Z,-111,5558.77,5559.46,76.15,-7.49,68.66,283,617023.47,
2024-06-28T15:33:09.154749886Z,-112,5558.76,5559.45,77.26,-7.49,69.77,284,622581.12,
2024-06-28T15:34:09.825956266Z,-113,5559.78,5559.45,-36.98,-7.49,-44.47,285,628255.14,
2024-06-28T15:34:09.825956266Z,-114,5559.77,5559.46,-35.85,-7.49,-43.34,286,633813.78,
2024-06-28T15:34:09.825956266Z,-115,5559.78,5559.46,-36.99,-7.49,-44.48,287,639374.70,
2024-06-28T15:34:09.825956266Z,-116,5559.77,5559.46,-35.84,-7.49,-43.33,288,644933.32,
2024-06-28T15:34:09.825956266Z,-117,5559.76,5559.46,-34.68,-7.49,-42.17,289,650491.92,
2024-06-28T15:34:09.825961892Z,-118,5559.76,5559.47,-34.68,-7.49,-42.17,290,656051.68,
2024-06-28T15:34:17.559151787Z,-119,5560.26,5559.47,-93.68,-7.49,-101.17,291,661670.94,
2024-06-28T15:34:21.160664626Z,-120,5560.51,5559.48,-123.43,-7.49,-130.92,292,667261.20,
2024-06-28T15:34:30.278603924Z,-121,5560.78,5559.49,-155.83,-7.49,-163.32,293,672854.38,
2024-06-28T15:34:30.278603924Z,-122,5560.77,5559.50,-154.62,-7.49,-162.11,294,678413.94,
2024-06-28T15:34:30.278650944Z,-123,5560.76,5559.51,-153.40,-7.49,-160.89,295,683973.48,
2024-06-28T15:34:36.177116511Z,-124,5561.28,5559.53,-217.36,-7.49,-224.85,296,689598.72,
2024-06-28T15:34:36.177116511Z,-125,5561.27,5559.54,-216.12,-7.49,-223.61,297,695158.75,
2024-06-28T15:34:36.177123177Z,-126,5561.26,5559.55,-214.87,-7.49,-222.36,298,700718.76,
2024-06-28T15:34:36.621099683Z,-127,5561.03,5559.57,-185.89,-7.49,-193.38,299,706250.81,
2024-06-28T15:34:36.621164935Z,-128,5561.02,5559.58,-184.62,-7.49,-192.11,300,711810.56,
2024-06-28T15:34:36.621164935Z,-129,5561.01,5559.59,-183.34,-7.49,-190.83,301,717370.29,
2024-06-28T15:34:47.395475143Z,-130,5561.51,5559.60,-247.84,-7.49,-255.33,302,722996.30,
2024-06-28T15:34:47.423679715Z,-131,5561.52,5559.62,-249.14,-7.49,-256.63,303,728559.12,
2024-06-28T15:34:47.423679715Z,-132,5561.51,5559.63,-247.83,-7.49,-255.32,304,734119.32,
2024-06-28T15:34:51.481044927Z,-133,5561.51,5559.65,-247.83,-7.49,-255.32,305,739680.83,
2024-06-28T15:34:51.564387570Z,-134,5561.35,5559.66,-226.55,-7.49,-234.04,306,745220.90,
2024-06-28T15:34:51.564387570Z,-135,5561.34,5559.67,-225.21,-7.49,-232.70,307,750780.90,
2024-06-28T15:34:51.564387570Z,-136,5561.33,5559.68,-223.86,-7.49,-231.35,308,756340.88,
2024-06-28T15:34:51.564387570Z,-137,5561.32,5559.70,-222.50,-7.49,-229.99,309,761900.84,
2024-06-28T15:34:51.564387570Z,-138,5561.31,5559.71,-221.13,-7.49,-228.62,310,767460.78,
